employer_name,employee_city,employee_state,regular_hourly_rate_parsed_counts
FEDEX OFFICE & PRINT SERVICES INC,Mishawaka,IN,"{""15.97"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Parkville,MD,"{""22.88"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Silver Spring,MD,"{""19.57"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Grand Ledge,MI,"{""17.0"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Lansing,MI,"{""17.51"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Westland,MI,"{""18.25"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Adrian,MI,"{""22.5"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Plainfield,NJ,"{""18.0"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Toms River,NJ,"{""18.25"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Las Vegas,NV,"{""16.5"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,New York,NY,"{""19.5"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Minco,OK,"{""23.95"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Austin,TX,"{""36.15"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Dallas,TX,"{""17.0"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Fort Worth,TX,"{""17.0"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,League City,TX,"{""21.87"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Pflugerville,TX,"{""17.5"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Round Rock,TX,"{""19.0"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Sugar Land,TX,"{""19.06"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Alpine,UT,"{""16.75"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Newport News,VA,"{""16.75"": 1}"
FEDEX OFFICE & PRINT SERVICES INC,Madison,WI,"{""19.02"": 1}"
FIVE BELOW INC,6045 Hoover,AL,"{""11.0"": 1}"
FIVE BELOW INC,Phoenix,AZ,"{""20.5"": 1}"
FIVE BELOW INC,Corona,CA,"{""16.5"": 1}"
FIVE BELOW INC,Vallejo,CA,"{""28.64"": 1}"
FIVE BELOW INC,Aurora,CO,"{""17.29"": 1}"
FIVE BELOW INC,Bartow,FL,"{""17.5"": 1}"
FIVE BELOW INC,Indianapolis,IN,"{""16.5"": 1}"
FIVE BELOW INC,Lake Charles,LA,"{""18.0"": 1}"
FIVE BELOW INC,Baltimore,MD,"{""15.0"": 1}"
FIVE BELOW INC,St Detroit,MI,"{""20.0"": 1}"
FIVE BELOW INC,Las Vegas,NV,"{""13.0"": 1}"
FIVE BELOW INC,Niagara Falls,NY,"{""15.0"": 1}"
FIVE BELOW INC,Elyria,OH,"{""17.0"": 1}"
FIVE BELOW INC,Massillon,OH,"{""16.0"": 1}"
FIVE BELOW INC,Simpsonville,SC,"{""17.0"": 1}"
FIVE BELOW INC,Drummonds,TN,"{""11.0"": 1}"
FIVE BELOW INC,Houston,TX,"{""11.0"": 1}"
FIVE BELOW INC,Longview,TX,"{""11.0"": 1}"
FIVE BELOW INC,New Braunfels,TX,"{""11.0"": 1}"
"FREEDOMROADS, LLC",Zephyrhills,FL,"{""24.0"": 1}"
"FREEDOMROADS, LLC",Bloomingdale,GA,"{""1384.62"": 1}"
"FREEDOMROADS, LLC",Elkhart,IN,"{""20.0"": 1}"
"FREEDOMROADS, LLC",Indianapolis,IN,"{""20.0"": 1}"
"FREEDOMROADS, LLC",Statesville,NC,"{""14.0"": 1}"
"FREEDOMROADS, LLC",Franklin,NH,"{""17.0"": 2}"
"Food Lion, LLC",Reidsville,GA,"{""12.0"": 1}"
"Food Lion, LLC",Burlington,NC,"{""18.6858"": 1}"
"Food Lion, LLC",Charlotte,NC,"{""15.9032"": 1}"
"Food Lion, LLC",Farmville,NC,"{""24.45"": 1}"
"Food Lion, LLC",Fuquay Varina,NC,"{""22.0"": 1}"
"Food Lion, LLC",Greensboro,NC,"{""15.5"": 1}"
"Food Lion, LLC",Reidsville,NC,"{""13.0"": 1}"
"Food Lion, LLC",Spartanburg,SC,"{""22.54"": 1}"
"Food Lion, LLC",Summerville,SC,"{""19.95"": 1}"
"Food Lion, LLC",Danville,VA,"{""16.933"": 1}"
"Food Lion, LLC",Pulaski,VA,"{""16.0"": 1}"
"Food Lion, LLC",Stafford,VA,"{""17.0"": 1}"
"GRIFOLS BIOMAT USA, INC.",Birmingham,AL,"{""18.81"": 1}"
"GRIFOLS BIOMAT USA, INC.",Ocala,FL,"{""22.0"": 1}"
"GRIFOLS BIOMAT USA, INC.",Flint,MI,"{""17.5"": 1}"
"GRIFOLS BIOMAT USA, INC.",Conway,SC,"{""16.0"": 1}"
"GRIFOLS BIOMAT USA, INC.",Johnson City,TN,"{""17.4"": 1}"
"GRIFOLS BIOMAT USA, INC.",College Station,TX,"{""16.0"": 1}"
"GRIFOLS BIOMAT USA, INC.",Pharr,TX,"{""14.38"": 1}"
"GRIFOLS BIOMAT USA, INC.",Bountiful,UT,"{""16.65"": 1}"
"GRIFOLS BIOMAT USA, INC.",Pasco,WA,"{""20.75"": 1}"
General Motors LLC,Burton,MI,"{""36.96"": 1}"
General Motors LLC,Detroit,MI,"{""25.12"": 1, ""27.72"": 1, ""35.88"": 1}"
General Motors LLC,Flint,MI,"{""25.12"": 1}"
General Motors LLC,Grand Ledge,MI,"{""30.5"": 1}"
General Motors LLC,Lansing,MI,"{""32.42"": 1}"
General Motors LLC,Taylor,MI,"{""25.12"": 1}"
General Motors LLC,Toledo,OH,"{""35.88"": 1}"
General Motors LLC,Arlington,TX,"{""36.88"": 1}"
General Motors LLC,Irving,TX,"{""36.96"": 1}"
Greystar Management Services LLC,Phoenix,AZ,"{""24.0"": 1}"
Greystar Management Services LLC,Compton,CA,"{""20.0"": 1}"
Greystar Management Services LLC,Los Angeles,CA,"{""23.0"": 1}"
Greystar Management Services LLC,Jacksonville,FL,"{""24.0"": 1}"
Greystar Management Services LLC,Pompano Beach,FL,"{""25.0"": 1}"
Greystar Management Services LLC,Bahama,NC,"{""19.0"": 1}"
Greystar Management Services LLC,Raleigh,NC,"{""18.0"": 1}"
Greystar Management Services LLC,New Rochelle,NY,"{""55.2885"": 1}"
Greystar Management Services LLC,San Antonio,TX,"{""23.0"": 1, ""23.9894"": 1}"
HRB Green Resources LLC,Long Beach,CA,"{""18.0"": 1}"
HRB Green Resources LLC,Washington,DC,"{""17.0"": 1}"
HRB Green Resources LLC,West Palm Beach,FL,"{""13.0"": 1}"
HRB Green Resources LLC,Atlanta,GA,"{""15.0"": 1}"
HRB Green Resources LLC,Evansville,IN,"{""15.13"": 1}"
HRB Green Resources LLC,Pittsfield,MA,"{""16.0"": 1}"
HRB Green Resources LLC,Auburn Hills,MI,"{""18.0"": 1}"
HRB Green Resources LLC,Kalamazoo,MI,"{""17.0"": 1}"
HRB Green Resources LLC,Corona,NY,"{""19.0"": 1}"
HRB Green Resources LLC,Bloomingdale,OH,"{""16.75"": 1}"
HRB Green Resources LLC,Holloway,OH,"{""11.0"": 1, ""13.0"": 1}"
HRB Green Resources LLC,Boerne,TX,"{""17.5"": 1}"
"JPMorgan Chase Bank, National Association",Reseda,CA,"{""25.2"": 1}"
"JPMorgan Chase Bank, National Association",Dover,DE,"{""25.2"": 1}"
"JPMorgan Chase Bank, National Association",Debary,FL,"{""24.5"": 1}"
"JPMorgan Chase Bank, National Association",Deltona,FL,"{""22.0"": 1}"
"JPMorgan Chase Bank, National Association",Lake Worth Beach,FL,"{""22.36"": 1}"
"JPMorgan Chase Bank, National Association",Miami,FL,"{""25.2"": 1}"
"JPMorgan Chase Bank, National Association",Chicago,IL,"{""23.06"": 1, ""25.2"": 1, ""27.5"": 1}"
"JPMorgan Chase Bank, National Association",Elmwood Park,IL,"{""25.2"": 1}"
"JPMorgan Chase Bank, National Association",Markham,IL,"{""24.94"": 1}"
"JPMorgan Chase Bank, National Association",Palatine,IL,"{""26.15"": 1}"
"JPMorgan Chase Bank, National Association",Clyde,MI,"{""22.1"": 1}"
"JPMorgan Chase Bank, National Association",West Bloomfield,MI,"{""24.28"": 1}"
"JPMorgan Chase Bank, National Association",Union,NJ,"{""28.85"": 1}"
"JPMorgan Chase Bank, National Association",North Las Vegas,NV,"{""22.25"": 1}"
"JPMorgan Chase Bank, National Association",Jamaica,NY,"{""29.4"": 1}"
"JPMorgan Chase Bank, National Association",Medina,OH,"{""22.36"": 1}"
"JPMorgan Chase Bank, National Association",South Solon,OH,"{""22.38"": 1}"
"JPMorgan Chase Bank, National Association",Fort Worth,TX,"{""22.36"": 1}"
"JPMorgan Chase Bank, National Association",Houston,TX,"{""26.49"": 1}"
"JPMorgan Chase Bank, National Association",Mckinney,TX,"{""23.72"": 1}"
"JPMorgan Chase Bank, National Association",San Antonio,TX,"{""21.59"": 1}"
"JPMorgan Chase Bank, National Association",Everett,WA,"{""27.99"": 1}"
"JPMorgan Chase Bank, National Association",Logan,WV,"{""22.36"": 1}"
KINDERCARE EDUCATION LLC,Moreno Valley,CA,"{""18.05"": 1}"
KINDERCARE EDUCATION LLC,Pomona,CA,"{""16.9"": 1}"
KINDERCARE EDUCATION LLC,Sacramento,CA,"{""18.1"": 1}"
KINDERCARE EDUCATION LLC,Denver,CO,"{""17.4"": 1}"
KINDERCARE EDUCATION LLC,Orlando,FL,"{""15.45"": 1}"
KINDERCARE EDUCATION LLC,Chicago,IL,"{""16.65"": 1}"
KINDERCARE EDUCATION LLC,Round Lake,IL,"{""18.0"": 1}"
KINDERCARE EDUCATION LLC,Round Lake Beach,IL,"{""18.5"": 1}"
KINDERCARE EDUCATION LLC,Huntington,IN,"{""13.5"": 1}"
KINDERCARE EDUCATION LLC,Erlanger,KY,"{""15.05"": 1}"
KINDERCARE EDUCATION LLC,Maynard,MA,"{""19.55"": 1}"
KINDERCARE EDUCATION LLC,College Park,MD,"{""36.15"": 1}"
KINDERCARE EDUCATION LLC,Kansas City,MO,"{""16.34"": 1}"
KINDERCARE EDUCATION LLC,Harrisburg,NC,"{""15.95"": 1}"
KINDERCARE EDUCATION LLC,Mount Airy,NC,"{""16.45"": 1}"
KINDERCARE EDUCATION LLC,Wilson,NC,"{""13.5"": 1}"
KINDERCARE EDUCATION LLC,Bloomfield,NJ,"{""18.35"": 1}"
KINDERCARE EDUCATION LLC,8212 W. Galbraith Pointe,OH,"{""14.95"": 1}"
KINDERCARE EDUCATION LLC,Middletown,OH,"{""13.55"": 1}"
KINDERCARE EDUCATION LLC,Beaverton,OR,"{""22.4"": 1}"
KINDERCARE EDUCATION LLC,Nashville,TN,"{""13.55"": 1}"
KINDERCARE EDUCATION LLC,La Porte,TX,"{""15.65"": 1}"
KINDERCARE EDUCATION LLC,Lorton,VA,"{""25.0"": 1}"
KINDERCARE EDUCATION LLC,Norfolk,VA,"{""16.35"": 1}"
KINDERCARE EDUCATION LLC,Milwaukee,WI,"{""17.5"": 1}"
Luxottica of America Inc.,Concord,CA,"{""21.3"": 1}"
Luxottica of America Inc.,Pinon Hills,CA,"{""19.5"": 1}"
Luxottica of America Inc.,Casselberry,FL,"{""15.36"": 1}"
Luxottica of America Inc.,Melbourne,FL,"{""16.0"": 1}"
Luxottica of America Inc.,Orlando,FL,"{""26.0"": 1}"
Luxottica of America Inc.,Hampton,GA,"{""35.0"": 1}"
Luxottica of America Inc.,Holt,MI,"{""27.0"": 1}"
Luxottica of America Inc.,Lake Orion,MI,"{""15.36"": 1}"
Luxottica of America Inc.,Massillon,OH,"{""15.0"": 1}"
Luxottica of America Inc.,Nashville,TN,"{""17.0"": 1}"
Luxottica of America Inc.,Houston,TX,"{""16.28"": 1}"
MAVIS TIRE SUPPLY LLC,Miramar,FL,"{""20.0"": 1}"
MAVIS TIRE SUPPLY LLC,Palm Bay,FL,"{""15.0"": 1}"
MAVIS TIRE SUPPLY LLC,1205 Firestone Drive Albany,GA,"{""17.0"": 1}"
MAVIS TIRE SUPPLY LLC,Acworth,GA,"{""17.0"": 1}"
MAVIS TIRE SUPPLY LLC,Savannah,GA,"{""16.0"": 1}"
MAVIS TIRE SUPPLY LLC,Jackson,MS,"{""16.0"": 1}"
MAVIS TIRE SUPPLY LLC,Clifton,NJ,"{""16.13"": 1}"
MAVIS TIRE SUPPLY LLC,Little Ferry,NJ,"{""17.0"": 2}"
MAVIS TIRE SUPPLY LLC,Plainfield,NJ,"{""16.0"": 1}"
MAVIS TIRE SUPPLY LLC,Port Jeff Sta,NY,"{""17.0"": 1}"
MAVIS TIRE SUPPLY LLC,Carbondale,PA,"{""15.0"": 1}"
MAVIS TIRE SUPPLY LLC,Levittown,PA,"{""17.0"": 1}"
MAVIS TIRE SUPPLY LLC,College Station,TX,"{""13.0"": 1}"
MAVIS TIRE SUPPLY LLC,Dallas,TX,"{""14.0"": 1}"
"MENARD, INC.",Herrin,IL,"{""22.05"": 1}"
"MENARD, INC.",Morris,IL,"{""21.75"": 1}"
"MENARD, INC.",Niles,IL,"{""20.0"": 1}"
"MENARD, INC.",Round Lake,IL,"{""18.1"": 1}"
"MENARD, INC.",Springfield,IL,"{""20.05"": 1}"
"MENARD, INC.",Indianapolis,IN,"{""16.0"": 1}"
"MENARD, INC.",Muncie,IN,"{""17.0"": 1}"
"MENARD, INC.",Holland,MI,"{""16.0"": 1}"
"MENARD, INC.",Smithville,MO,"{""23.85"": 1}"
"MENARD, INC.",Grand Island,NE,"{""16.0"": 1}"
"MENARD, INC.",Bellbrook,OH,"{""21.2"": 1}"
"MENARD, INC.",Ravenna,OH,"{""17.0"": 1}"
"MENARD, INC.",Eau Claire,WI,"{""25.31"": 1}"
"Medline Industries, LP",Tolleson,AZ,"{""20.0"": 1}"
"Medline Industries, LP",1301 Richland Ave,CA,"{""29.09"": 1}"
"Medline Industries, LP",4232 Lombardy Street Chino,CA,"{""22.0"": 1}"
"Medline Industries, LP",Hesperia,CA,"{""23.0"": 1}"
"Medline Industries, LP",3136 Grand,MO,"{""22.5"": 1}"
"Medline Industries, LP",Kansas City,MO,"{""22.5"": 1}"
"Medline Industries, LP",1823 Winget St Gastonia,NC,"{""22.27"": 1}"
"Medline Industries, LP",Hudson Falls,NY,"{""17.0"": 1}"
"Medline Industries, LP",Oklahoman City,OK,"{""19.35"": 1}"
"Medline Industries, LP",3043 Reindeer Run Missouri City,TX,"{""20.25"": 1}"
"Medline Industries, LP",700 N Jj Lemmon,TX,"{""21.89"": 1}"
"Medline Industries, LP",Kenosha,WI,"{""20.5"": 1}"
NATIONAL VISION INC,Decatur,AL,"{""17.2"": 1}"
NATIONAL VISION INC,Hacienda Heights,CA,"{""18.0"": 1}"
NATIONAL VISION INC,Huntington Park,CA,"{""19.5"": 1}"
NATIONAL VISION INC,Johnstown,CO,"{""16.0"": 1}"
NATIONAL VISION INC,Saint Cloud,FL,"{""15.0"": 1}"
NATIONAL VISION INC,Auburn,GA,"{""17.84"": 1}"
NATIONAL VISION INC,Lyons,IL,"{""15.76"": 1}"
NATIONAL VISION INC,Valparaiso,IN,"{""15.5"": 1}"
NATIONAL VISION INC,Columbia,MO,"{""14.0"": 1}"
NATIONAL VISION INC,Temple,TX,"{""14.0"": 1}"
Ochsner Clinic Foundation,10500 Hayne Blvd,LA,"{""17.0569"": 1}"
Ochsner Clinic Foundation,1120 Spanish Town Rd Baton Rouge,LA,"{""16.59"": 1}"
Ochsner Clinic Foundation,1128 Brown Ave Harvey,LA,"{""15.84"": 1}"
Ochsner Clinic Foundation,1400 Lafayette St Hours,LA,"{""24.1"": 1}"
Ochsner Clinic Foundation,204 Sunny Ln Lafayette,LA,"{""12.35"": 1}"
Ochsner Clinic Foundation,207 Trevino St.,LA,"{""15.2315"": 1}"
Ochsner Clinic Foundation,3708 Gus Dr New Iberia,LA,"{""14.67"": 1}"
Ochsner Clinic Foundation,4907 Baker Blvd Baker,LA,"{""16.5"": 1}"
Ochsner Clinic Foundation,5443 Banyan Trace Dr,LA,"{""13.4"": 1}"
Ochsner Clinic Foundation,600 Ryan Street,LA,"{""31.57"": 1}"
Ochsner Clinic Foundation,1121 Katie Beck Dees St Picayune,MS,"{""14.8"": 1}"
"PRIME COMMS RETAIL, LLC",Fresno,CA,"{""16.0"": 1}"
"PRIME COMMS RETAIL, LLC",Hayward,CA,"{""17.0"": 1}"
"PRIME COMMS RETAIL, LLC",San Jose,CA,"{""19.5"": 1}"
"PRIME COMMS RETAIL, LLC",Seaside,CA,"{""19.5"": 1}"
"PRIME COMMS RETAIL, LLC",Colorado Springs,CO,"{""20.81"": 1}"
"PRIME COMMS RETAIL, LLC",Fort Myers,FL,"{""16.0"": 1}"
"PRIME COMMS RETAIL, LLC",Ocala,FL,"{""12.0"": 1}"
"PRIME COMMS RETAIL, LLC",Alton,IL,"{""16.3"": 1, ""18.0"": 1}"
"PRIME COMMS RETAIL, LLC",Wood River,IL,"{""17.0"": 1}"
"PRIME COMMS RETAIL, LLC",Bedford,IN,"{""12.0"": 1}"
"PRIME COMMS RETAIL, LLC",Brazil,IN,"{""12.0"": 1}"
"PRIME COMMS RETAIL, LLC",Monroe,LA,"{""15.0"": 1}"
"PRIME COMMS RETAIL, LLC",Selmer,TN,"{""15.5"": 1}"
"PRIME COMMS RETAIL, LLC",Katy,TX,"{""14.0"": 1}"
"PRIME COMMS RETAIL, LLC",Bellevue,WA,"{""16.49"": 1}"
"Ross Dress For Less, Inc.",Chandler,AZ,"{""14.35"": 1}"
"Ross Dress For Less, Inc.",444 Lucas Avenue,CA,"{""16.7801"": 1}"
"Ross Dress For Less, Inc.",Bakersfield,CA,"{""18.8901"": 1}"
"Ross Dress For Less, Inc.",Fort Lauderdale,FL,"{""12.0"": 1}"
"Ross Dress For Less, Inc.",Homestead,FL,"{""12.0"": 1, ""13.0"": 1}"
"Ross Dress For Less, Inc.",Palm Beach Gardens,FL,"{""14.5002"": 1}"
"Ross Dress For Less, Inc.",Sanford,FL,"{""13.0"": 1}"
"Ross Dress For Less, Inc.",Charleston,SC,"{""15.5"": 1}"
"Ross Dress For Less, Inc.",Hartsville,SC,"{""16.5"": 1}"
"Ross Dress For Less, Inc.",Beaumont,TX,"{""14.25"": 1}"
"Ross Dress For Less, Inc.",El Paso,TX,"{""13.35"": 1}"
"Ross Dress For Less, Inc.",Fort Worth,TX,"{""11.5"": 1}"
"Ross Dress For Less, Inc.",Houston,TX,"{""11.0"": 1}"
"Ross Dress For Less, Inc.",Katy,TX,"{""36.4755"": 1}"
"Ross Dress For Less, Inc.",San Antonio,TX,"{""11.0"": 1}"
"Ross Dress For Less, Inc.",Seattle,WA,"{""23.0"": 1}"
"Securitas Security Services USA, Inc",Joliet,IL,"{""18.0"": 1}"
"Securitas Security Services USA, Inc",Lynn,MA,"{""18.0"": 1}"
"Securitas Security Services USA, Inc",Bowie,MD,"{""18.5"": 1}"
"Securitas Security Services USA, Inc",Temple Hills,MD,"{""16.01"": 1}"
"Securitas Security Services USA, Inc",Morrisville,NC,"{""20.0"": 1}"
"Securitas Security Services USA, Inc",Dayton,OH,"{""17.0"": 1}"
"Securitas Security Services USA, Inc",Sterling,VA,"{""21.0"": 1}"
"Securitas Security Services USA, Inc",Auburn,WA,"{""24.0"": 1}"
Starbucks Corporation,Camp Verde,AZ,"{""22.23"": 1}"
Starbucks Corporation,2650 N Grantland Ave Fresno,CA,"{""25.72"": 1}"
Starbucks Corporation,Fontana,CA,"{""21.26"": 1}"
Starbucks Corporation,Irvine,CA,"{""25.72"": 1}"
Starbucks Corporation,Long Beach,CA,"{""27.27"": 1}"
Starbucks Corporation,Los Angeles,CA,"{""20.25"": 1}"
Starbucks Corporation,Mission Viejo,CA,"{""27.01"": 1}"
Starbucks Corporation,Sylmar,CA,"{""21.26"": 1}"
Starbucks Corporation,Tulare,CA,"{""25.56"": 1}"
Starbucks Corporation,Belleview,FL,"{""16.5"": 1}"
Starbucks Corporation,Davie,FL,"{""20.93"": 1}"
Starbucks Corporation,Lauderhill,FL,"{""20.6"": 1}"
Starbucks Corporation,Miami,FL,"{""18.43"": 1, ""21.34"": 1}"
Starbucks Corporation,Chicago,IL,"{""17.25"": 1, ""23.01"": 1, ""24.65"": 1, ""24.94"": 1}"
Starbucks Corporation,Oswego,IL,"{""20.0"": 1}"
Starbucks Corporation,Danville,IN,"{""19.62"": 1}"
Starbucks Corporation,Indianapolis,IN,"{""15.25"": 1}"
Starbucks Corporation,Indianpolis,IN,"{""19.37"": 1}"
Starbucks Corporation,Metairie,LA,"{""15.25"": 1}"
Starbucks Corporation,New Orleans,LA,"{""16.75"": 1}"
Starbucks Corporation,Baltimore,MD,"{""20.0"": 1}"
Starbucks Corporation,Glen Burnie,MD,"{""15.75"": 1}"
Starbucks Corporation,Laurel Hill,NC,"{""20.4"": 1}"
Starbucks Corporation,Waynesville,NC,"{""16.0"": 1}"
Starbucks Corporation,North Bergen,NJ,"{""17.0"": 1}"
Starbucks Corporation,Bronx,NY,"{""30.05"": 1}"
Starbucks Corporation,Pearl River,NY,"{""17.59"": 1}"
Starbucks Corporation,Columbus,OH,"{""15.75"": 1, ""21.63"": 1}"
Starbucks Corporation,Gahanna,OH,"{""21.0"": 1}"
Starbucks Corporation,Warsaw,OH,"{""20.0"": 1}"
Starbucks Corporation,Tulsa,OK,"{""15.25"": 1}"
Starbucks Corporation,North Kingstown,RI,"{""15.75"": 1}"
Starbucks Corporation,Central,SC,"{""15.25"": 1}"
Starbucks Corporation,Columbia,SC,"{""19.37"": 1}"
Starbucks Corporation,Knoxville,TN,"{""15.56"": 1}"
Starbucks Corporation,Nashville,TN,"{""23.08"": 1}"
Starbucks Corporation,Corsicana,TX,"{""15.25"": 1}"
Starbucks Corporation,Giddings,TX,"{""15.25"": 1}"
Starbucks Corporation,Irving,TX,"{""15.91"": 1}"
Starbucks Corporation,Texarkana,TX,"{""23.11"": 1}"
Starbucks Corporation,Chantilly,VA,"{""21.7"": 1}"
Starbucks Corporation,Richmond,VA,"{""35.48"": 1}"
Starbucks Corporation,Milwaukee,WI,"{""17.04"": 1}"
"T-Mobile USA, Inc.",11620 Taylor Rd Thonotosassa,FL,"{""20.0"": 1}"
"T-Mobile USA, Inc.",266 Enos Ave Lake Placid,FL,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1673 Plantation Cir Lincolton,GA,"{""30.0119"": 1}"
"T-Mobile USA, Inc.",1717 Geary St Waycross,GA,"{""16.5"": 1}"
"T-Mobile USA, Inc.",521 Sebastian Dr Grovetown,GA,"{""16.5"": 1}"
"T-Mobile USA, Inc.",10223 Cherry Lane,"ID","{""20.6"": 1}"
"T-Mobile USA, Inc.",1167 S Lombard Ave Evansville,IN,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3321 West 32Nd Street D Indianapolis,IN,"{""16.0"": 1}"
"T-Mobile USA, Inc.",6842 Magoun Ave Hammond,IN,"{""18.0"": 1}"
"T-Mobile USA, Inc.",4305 Midtown Square,MD,"{""24.84"": 1}"
"T-Mobile USA, Inc.",29130 Heritage Ct Southfield,MI,"{""18.0"": 1}"
"T-Mobile USA, Inc.",3440 S Delaware Ave,MO,"{""25.24"": 1}"
"T-Mobile USA, Inc.",Springfield,MO,"{""20.0"": 1}"
"T-Mobile USA, Inc.",1937 Pavilion Dr Whitsett,NC,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3725 S 74Th St,NE,"{""16.5"": 1}"
"T-Mobile USA, Inc.",330 Elmwood Terrace Rochester,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",4275 Bailey Ave Amherst,NY,"{""16.5"": 1}"
"T-Mobile USA, Inc.",441 S Main St,NY,"{""16.5"": 1}"
"T-Mobile USA, Inc.",636 West 136Th Street New York,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",Seward Ave,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",1160 Mccarley Drive West Columbus,OH,"{""22.19"": 1}"
"T-Mobile USA, Inc.",134 E 5Th Pl Mounds,OK,"{""16.5"": 1}"
"T-Mobile USA, Inc.",2915 SW 24Th Ct Redmond,OR,"{""16.5"": 1}"
"T-Mobile USA, Inc.",131 Constitution Ave Jessup,PA,"{""24.1947"": 1}"
"T-Mobile USA, Inc.",21775 Vista Drive Sugartown,PA,"{""23.74"": 1}"
"T-Mobile USA, Inc.",1630 Oldmill Road Campobello,SC,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1004 Sage Dr Galena Park,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",12904 Elam Rd,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1847 Babcock Road 2002 San Antonio,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",20614 Stone Oak Pkwy,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3435 Fredericksburg Rd 802 San Antonio,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3500 Hillridge Dr 219A Plano,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3515 Arista Blvd,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",6431 Cibolo Springs Converse,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",8803 Byron Ln Houston,TX,"{""16.0"": 1}"
"T-Mobile USA, Inc.",2616 Fort Farnsworth Rd 246 2C Alexandria,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",4732 La Fitte Ct Alexandria,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",600 Greystone Court Fredericksburg,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",123 Encrypted Street Bellevue,WA,"{""20.0"": 1}"
"T-Mobile USA, Inc.",5646 S 150Th Pl Tukwila,WA,"{""29.5"": 1}"
"TEKsystems, Inc.",Gilbert,AZ,"{""31.0"": 1}"
"TEKsystems, Inc.",Mesa,AZ,"{""19.25"": 1}"
"TEKsystems, Inc.",Tampa,AZ,"{""21.0"": 1}"
"TEKsystems, Inc.",Tolleson,AZ,"{""19.25"": 1}"
"TEKsystems, Inc.",Upland,CA,"{""20.0"": 1}"
"TEKsystems, Inc.",Daytona Beach,FL,"{""17.0"": 1}"
"TEKsystems, Inc.",Greensboro,NC,"{""21.0"": 1}"
"TEKsystems, Inc.",Bethlehem,PA,"{""16.5"": 1}"
"TEKsystems, Inc.",Memphis,TN,"{""17.5"": 1, ""21.0"": 1}"
"TEKsystems, Inc.",Dallas,TX,"{""40.0"": 1}"
"TEKsystems, Inc.",El Paso,TX,"{""18.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",San Pablo,CA,"{""23.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Deltona,FL,"{""28.25"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Lady Lake,FL,"{""29.41"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Cicero,IL,"{""15.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Canton,MI,"{""27.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",St. Paul,MN,"{""19.95"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",North Brunswick,NJ,"{""16.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",New York,NY,"{""27.45"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Springfield Gardens,NY,"{""21.63"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Salem,OR,"{""21.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Johnson City,TN,"{""14.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Knoxville,TN,"{""27.32"": 1}"
